Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Educational Attainment Distribution"
"De facto population by level of educational attainment in a country or region, classified by sex and by five-year age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Education","Distribution"
"SSP1","Zambia",2075,"80--84","Female","Upper Secondary",26.6
"SSP1","Zambia",2015,"85--89","Female","Upper Secondary",0.2
"SSP1","Zambia",2020,"85--89","Female","Upper Secondary",0.4
"SSP1","Zambia",2025,"85--89","Female","Upper Secondary",0.8
"SSP1","Zambia",2030,"85--89","Female","Upper Secondary",1.4
"SSP1","Zambia",2035,"85--89","Female","Upper Secondary",2.1
"SSP1","Zambia",2040,"85--89","Female","Upper Secondary",3.1
"SSP1","Zambia",2045,"85--89","Female","Upper Secondary",3.5
"SSP1","Zambia",2050,"85--89","Female","Upper Secondary",4.3
"SSP1","Zambia",2055,"85--89","Female","Upper Secondary",4.9
"SSP1","Zambia",2060,"85--89","Female","Upper Secondary",5.8
"SSP1","Zambia",2065,"85--89","Female","Upper Secondary",7.6
"SSP1","Zambia",2070,"85--89","Female","Upper Secondary",10.5
"SSP1","Zambia",2075,"85--89","Female","Upper Secondary",18.1
"SSP1","Zambia",2015,"90--94","Female","Upper Secondary",0.1
"SSP1","Zambia",2020,"90--94","Female","Upper Secondary",0.2
"SSP1","Zambia",2025,"90--94","Female","Upper Secondary",0.4
"SSP1","Zambia",2030,"90--94","Female","Upper Secondary",0.8
"SSP1","Zambia",2035,"90--94","Female","Upper Secondary",1.4
"SSP1","Zambia",2040,"90--94","Female","Upper Secondary",2.2
"SSP1","Zambia",2045,"90--94","Female","Upper Secondary",3.2
"SSP1","Zambia",2050,"90--94","Female","Upper Secondary",3.6
"SSP1","Zambia",2055,"90--94","Female","Upper Secondary",4.4
"SSP1","Zambia",2060,"90--94","Female","Upper Secondary",5
"SSP1","Zambia",2065,"90--94","Female","Upper Secondary",6
"SSP1","Zambia",2070,"90--94","Female","Upper Secondary",7.8
"SSP1","Zambia",2075,"90--94","Female","Upper Secondary",10.9
"SSP1","Zambia",2015,"95--99","Female","Upper Secondary",0.1
"SSP1","Zambia",2020,"95--99","Female","Upper Secondary",0.1
"SSP1","Zambia",2025,"95--99","Female","Upper Secondary",0.3
"SSP1","Zambia",2030,"95--99","Female","Upper Secondary",0.5
"SSP1","Zambia",2035,"95--99","Female","Upper Secondary",0.8
"SSP1","Zambia",2040,"95--99","Female","Upper Secondary",1.5
"SSP1","Zambia",2045,"95--99","Female","Upper Secondary",2.3
"SSP1","Zambia",2050,"95--99","Female","Upper Secondary",3.2
"SSP1","Zambia",2055,"95--99","Female","Upper Secondary",3.7
"SSP1","Zambia",2060,"95--99","Female","Upper Secondary",4.5
"SSP1","Zambia",2065,"95--99","Female","Upper Secondary",5.2
"SSP1","Zambia",2070,"95--99","Female","Upper Secondary",6.1
"SSP1","Zambia",2075,"95--99","Female","Upper Secondary",8
"SSP1","Zambia",2015,"100+","Female","Upper Secondary",1.3
"SSP1","Zambia",2020,"100+","Female","Upper Secondary",0.1
"SSP1","Zambia",2025,"100+","Female","Upper Secondary",0.1
"SSP1","Zambia",2030,"100+","Female","Upper Secondary",0.2
"SSP1","Zambia",2035,"100+","Female","Upper Secondary",0.5
"SSP1","Zambia",2040,"100+","Female","Upper Secondary",0.8
"SSP1","Zambia",2045,"100+","Female","Upper Secondary",1.4
"SSP1","Zambia",2050,"100+","Female","Upper Secondary",2.2
"SSP1","Zambia",2055,"100+","Female","Upper Secondary",3.2
"SSP1","Zambia",2060,"100+","Female","Upper Secondary",3.7
"SSP1","Zambia",2065,"100+","Female","Upper Secondary",4.5
"SSP1","Zambia",2070,"100+","Female","Upper Secondary",5.2
"SSP1","Zambia",2075,"100+","Female","Upper Secondary",6.1
"SSP1","Zambia",2015,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2020,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2025,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2030,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2035,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2040,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2045,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2050,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2055,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2060,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2065,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2070,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2075,"15--19","Both","Post Secondary",0
"SSP1","Zambia",2015,"20--24","Both","Post Secondary",8
"SSP1","Zambia",2020,"20--24","Both","Post Secondary",22
"SSP1","Zambia",2025,"20--24","Both","Post Secondary",30.2
"SSP1","Zambia",2030,"20--24","Both","Post Secondary",37.1
"SSP1","Zambia",2035,"20--24","Both","Post Secondary",43.7
"SSP1","Zambia",2040,"20--24","Both","Post Secondary",48.7
"SSP1","Zambia",2045,"20--24","Both","Post Secondary",53.5
"SSP1","Zambia",2050,"20--24","Both","Post Secondary",57
"SSP1","Zambia",2055,"20--24","Both","Post Secondary",59.5
"SSP1","Zambia",2060,"20--24","Both","Post Secondary",61.1
"SSP1","Zambia",2065,"20--24","Both","Post Secondary",62
"SSP1","Zambia",2070,"20--24","Both","Post Secondary",62.5
"SSP1","Zambia",2075,"20--24","Both","Post Secondary",62.8
"SSP1","Zambia",2015,"25--29","Both","Post Secondary",13.4
"SSP1","Zambia",2020,"25--29","Both","Post Secondary",26.5
"SSP1","Zambia",2025,"25--29","Both","Post Secondary",34.1
"SSP1","Zambia",2030,"25--29","Both","Post Secondary",43.2
"SSP1","Zambia",2035,"25--29","Both","Post Secondary",52.9
"SSP1","Zambia",2040,"25--29","Both","Post Secondary",62.4
"SSP1","Zambia",2045,"25--29","Both","Post Secondary",69.6
"SSP1","Zambia",2050,"25--29","Both","Post Secondary",76.4
"SSP1","Zambia",2055,"25--29","Both","Post Secondary",81.4
"SSP1","Zambia",2060,"25--29","Both","Post Secondary",85
"SSP1","Zambia",2065,"25--29","Both","Post Secondary",87.3
"SSP1","Zambia",2070,"25--29","Both","Post Secondary",88.6
"SSP1","Zambia",2075,"25--29","Both","Post Secondary",89.2
"SSP1","Zambia",2015,"30--34","Both","Post Secondary",14.1
"SSP1","Zambia",2020,"30--34","Both","Post Secondary",21.4
"SSP1","Zambia",2025,"30--34","Both","Post Secondary",26.5
"SSP1","Zambia",2030,"30--34","Both","Post Secondary",34.1
"SSP1","Zambia",2035,"30--34","Both","Post Secondary",43.2
"SSP1","Zambia",2040,"30--34","Both","Post Secondary",52.9
"SSP1","Zambia",2045,"30--34","Both","Post Secondary",62.4
"SSP1","Zambia",2050,"30--34","Both","Post Secondary",69.6
"SSP1","Zambia",2055,"30--34","Both","Post Secondary",76.4
"SSP1","Zambia",2060,"30--34","Both","Post Secondary",81.4
"SSP1","Zambia",2065,"30--34","Both","Post Secondary",85
"SSP1","Zambia",2070,"30--34","Both","Post Secondary",87.3
"SSP1","Zambia",2075,"30--34","Both","Post Secondary",88.6
"SSP1","Zambia",2015,"35--39","Both","Post Secondary",13.1
"SSP1","Zambia",2020,"35--39","Both","Post Secondary",14.2
"SSP1","Zambia",2025,"35--39","Both","Post Secondary",21.6
"SSP1","Zambia",2030,"35--39","Both","Post Secondary",26.6
"SSP1","Zambia",2035,"35--39","Both","Post Secondary",34.2
"SSP1","Zambia",2040,"35--39","Both","Post Secondary",43.3
"SSP1","Zambia",2045,"35--39","Both","Post Secondary",52.9
"SSP1","Zambia",2050,"35--39","Both","Post Secondary",62.4
"SSP1","Zambia",2055,"35--39","Both","Post Secondary",69.6
"SSP1","Zambia",2060,"35--39","Both","Post Secondary",76.4
"SSP1","Zambia",2065,"35--39","Both","Post Secondary",81.4
"SSP1","Zambia",2070,"35--39","Both","Post Secondary",85
"SSP1","Zambia",2075,"35--39","Both","Post Secondary",87.3
"SSP1","Zambia",2015,"40--44","Both","Post Secondary",12.7
"SSP1","Zambia",2020,"40--44","Both","Post Secondary",13.2
"SSP1","Zambia",2025,"40--44","Both","Post Secondary",14.4
"SSP1","Zambia",2030,"40--44","Both","Post Secondary",21.7
"SSP1","Zambia",2035,"40--44","Both","Post Secondary",26.7
"SSP1","Zambia",2040,"40--44","Both","Post Secondary",34.3
"SSP1","Zambia",2045,"40--44","Both","Post Secondary",43.4
"SSP1","Zambia",2050,"40--44","Both","Post Secondary",53
"SSP1","Zambia",2055,"40--44","Both","Post Secondary",62.5
"SSP1","Zambia",2060,"40--44","Both","Post Secondary",69.6
"SSP1","Zambia",2065,"40--44","Both","Post Secondary",76.4
"SSP1","Zambia",2070,"40--44","Both","Post Secondary",81.4
"SSP1","Zambia",2075,"40--44","Both","Post Secondary",85
"SSP1","Zambia",2015,"45--49","Both","Post Secondary",12.7
"SSP1","Zambia",2020,"45--49","Both","Post Secondary",12.8
"SSP1","Zambia",2025,"45--49","Both","Post Secondary",13.4
"SSP1","Zambia",2030,"45--49","Both","Post Secondary",14.5
"SSP1","Zambia",2035,"45--49","Both","Post Secondary",21.9
"SSP1","Zambia",2040,"45--49","Both","Post Secondary",26.9
"SSP1","Zambia",2045,"45--49","Both","Post Secondary",34.5
"SSP1","Zambia",2050,"45--49","Both","Post Secondary",43.5
"SSP1","Zambia",2055,"45--49","Both","Post Secondary",53.1
"SSP1","Zambia",2060,"45--49","Both","Post Secondary",62.5
"SSP1","Zambia",2065,"45--49","Both","Post Secondary",69.6
"SSP1","Zambia",2070,"45--49","Both","Post Secondary",76.4
"SSP1","Zambia",2075,"45--49","Both","Post Secondary",81.4
"SSP1","Zambia",2015,"50--54","Both","Post Secondary",12.5
"SSP1","Zambia",2020,"50--54","Both","Post Secondary",12.9
"SSP1","Zambia",2025,"50--54","Both","Post Secondary",13
"SSP1","Zambia",2030,"50--54","Both","Post Secondary",13.5
"SSP1","Zambia",2035,"50--54","Both","Post Secondary",14.7
"SSP1","Zambia",2040,"50--54","Both","Post Secondary",22.1
"SSP1","Zambia",2045,"50--54","Both","Post Secondary",27
"SSP1","Zambia",2050,"50--54","Both","Post Secondary",34.6
"SSP1","Zambia",2055,"50--54","Both","Post Secondary",43.6
"SSP1","Zambia",2060,"50--54","Both","Post Secondary",53.1
"SSP1","Zambia",2065,"50--54","Both","Post Secondary",62.6
"SSP1","Zambia",2070,"50--54","Both","Post Secondary",69.7
"SSP1","Zambia",2075,"50--54","Both","Post Secondary",76.5
"SSP1","Zambia",2015,"55--59","Both","Post Secondary",13.2
"SSP1","Zambia",2020,"55--59","Both","Post Secondary",12.6
"SSP1","Zambia",2025,"55--59","Both","Post Secondary",13
"SSP1","Zambia",2030,"55--59","Both","Post Secondary",13.1
"SSP1","Zambia",2035,"55--59","Both","Post Secondary",13.7
"SSP1","Zambia",2040,"55--59","Both","Post Secondary",14.8
"SSP1","Zambia",2045,"55--59","Both","Post Secondary",22.3
"SSP1","Zambia",2050,"55--59","Both","Post Secondary",27.2
"SSP1","Zambia",2055,"55--59","Both","Post Secondary",34.8
"SSP1","Zambia",2060,"55--59","Both","Post Secondary",43.7
"SSP1","Zambia",2065,"55--59","Both","Post Secondary",53.2
"SSP1","Zambia",2070,"55--59","Both","Post Secondary",62.6
"SSP1","Zambia",2075,"55--59","Both","Post Secondary",69.7
"SSP1","Zambia",2015,"60--64","Both","Post Secondary",13.4
"SSP1","Zambia",2020,"60--64","Both","Post Secondary",13.4
"SSP1","Zambia",2025,"60--64","Both","Post Secondary",12.8
"SSP1","Zambia",2030,"60--64","Both","Post Secondary",13.2
"SSP1","Zambia",2035,"60--64","Both","Post Secondary",13.3
"SSP1","Zambia",2040,"60--64","Both","Post Secondary",13.9
"SSP1","Zambia",2045,"60--64","Both","Post Secondary",15
"SSP1","Zambia",2050,"60--64","Both","Post Secondary",22.5
"SSP1","Zambia",2055,"60--64","Both","Post Secondary",27.5
"SSP1","Zambia",2060,"60--64","Both","Post Secondary",35
"SSP1","Zambia",2065,"60--64","Both","Post Secondary",43.9
"SSP1","Zambia",2070,"60--64","Both","Post Secondary",53.4
"SSP1","Zambia",2075,"60--64","Both","Post Secondary",62.7
"SSP1","Zambia",2015,"65--69","Both","Post Secondary",12.9
"SSP1","Zambia",2020,"65--69","Both","Post Secondary",13.6
"SSP1","Zambia",2025,"65--69","Both","Post Secondary",13.6
"SSP1","Zambia",2030,"65--69","Both","Post Secondary",13
"SSP1","Zambia",2035,"65--69","Both","Post Secondary",13.4
"SSP1","Zambia",2040,"65--69","Both","Post Secondary",13.5
"SSP1","Zambia",2045,"65--69","Both","Post Secondary",14.1
"SSP1","Zambia",2050,"65--69","Both","Post Secondary",15.3
"SSP1","Zambia",2055,"65--69","Both","Post Secondary",22.9
"SSP1","Zambia",2060,"65--69","Both","Post Secondary",27.8
"SSP1","Zambia",2065,"65--69","Both","Post Secondary",35.3
"SSP1","Zambia",2070,"65--69","Both","Post Secondary",44.1
"SSP1","Zambia",2075,"65--69","Both","Post Secondary",53.5
"SSP1","Zambia",2015,"70--74","Both","Post Secondary",11.7
"SSP1","Zambia",2020,"70--74","Both","Post Secondary",13.2
"SSP1","Zambia",2025,"70--74","Both","Post Secondary",13.9
"SSP1","Zambia",2030,"70--74","Both","Post Secondary",13.9
"SSP1","Zambia",2035,"70--74","Both","Post Secondary",13.3
"SSP1","Zambia",2040,"70--74","Both","Post Secondary",13.7
"SSP1","Zambia",2045,"70--74","Both","Post Secondary",13.9
"SSP1","Zambia",2050,"70--74","Both","Post Secondary",14.5
"SSP1","Zambia",2055,"70--74","Both","Post Secondary",15.7
"SSP1","Zambia",2060,"70--74","Both","Post Secondary",23.4
"SSP1","Zambia",2065,"70--74","Both","Post Secondary",28.3
"SSP1","Zambia",2070,"70--74","Both","Post Secondary",35.7
"SSP1","Zambia",2075,"70--74","Both","Post Secondary",44.4
"SSP1","Zambia",2015,"75--79","Both","Post Secondary",10.3
"SSP1","Zambia",2020,"75--79","Both","Post Secondary",12.1
"SSP1","Zambia",2025,"75--79","Both","Post Secondary",13.6
"SSP1","Zambia",2030,"75--79","Both","Post Secondary",14.3
"SSP1","Zambia",2035,"75--79","Both","Post Secondary",14.3
"SSP1","Zambia",2040,"75--79","Both","Post Secondary",13.7
"SSP1","Zambia",2045,"75--79","Both","Post Secondary",14.1
"SSP1","Zambia",2050,"75--79","Both","Post Secondary",14.3
"SSP1","Zambia",2055,"75--79","Both","Post Secondary",15
"SSP1","Zambia",2060,"75--79","Both","Post Secondary",16.2
"SSP1","Zambia",2065,"75--79","Both","Post Secondary",24
"SSP1","Zambia",2070,"75--79","Both","Post Secondary",28.9
"SSP1","Zambia",2075,"75--79","Both","Post Secondary",36.3
"SSP1","Zambia",2015,"80--84","Both","Post Secondary",8.7
"SSP1","Zambia",2020,"80--84","Both","Post Secondary",10.6
"SSP1","Zambia",2025,"80--84","Both","Post Secondary",12.4
"SSP1","Zambia",2030,"80--84","Both","Post Secondary",14
"SSP1","Zambia",2035,"80--84","Both","Post Secondary",14.8
"SSP1","Zambia",2040,"80--84","Both","Post Secondary",14.8
"SSP1","Zambia",2045,"80--84","Both","Post Secondary",14.1
"SSP1","Zambia",2050,"80--84","Both","Post Secondary",14.6
"SSP1","Zambia",2055,"80--84","Both","Post Secondary",14.8
"SSP1","Zambia",2060,"80--84","Both","Post Secondary",15.6
"SSP1","Zambia",2065,"80--84","Both","Post Secondary",16.8
"SSP1","Zambia",2070,"80--84","Both","Post Secondary",24.8
"SSP1","Zambia",2075,"80--84","Both","Post Secondary",29.7
"SSP1","Zambia",2015,"85--89","Both","Post Secondary",7.2
"SSP1","Zambia",2020,"85--89","Both","Post Secondary",8.8
"SSP1","Zambia",2025,"85--89","Both","Post Secondary",10.8
"SSP1","Zambia",2030,"85--89","Both","Post Secondary",12.7
"SSP1","Zambia",2035,"85--89","Both","Post Secondary",14.4
"SSP1","Zambia",2040,"85--89","Both","Post Secondary",15.2
"SSP1","Zambia",2045,"85--89","Both","Post Secondary",15.2
"SSP1","Zambia",2050,"85--89","Both","Post Secondary",14.5
"SSP1","Zambia",2055,"85--89","Both","Post Secondary",14.9
"SSP1","Zambia",2060,"85--89","Both","Post Secondary",15.2
"SSP1","Zambia",2065,"85--89","Both","Post Secondary",16.1
"SSP1","Zambia",2070,"85--89","Both","Post Secondary",17.3
"SSP1","Zambia",2075,"85--89","Both","Post Secondary",25.6
"SSP1","Zambia",2015,"90--94","Both","Post Secondary",5.4
"SSP1","Zambia",2020,"90--94","Both","Post Secondary",7
"SSP1","Zambia",2025,"90--94","Both","Post Secondary",8.7
"SSP1","Zambia",2030,"90--94","Both","Post Secondary",10.7
"SSP1","Zambia",2035,"90--94","Both","Post Secondary",12.7
"SSP1","Zambia",2040,"90--94","Both","Post Secondary",14.4
"SSP1","Zambia",2045,"90--94","Both","Post Secondary",15.2
"SSP1","Zambia",2050,"90--94","Both","Post Secondary",15.2
"SSP1","Zambia",2055,"90--94","Both","Post Secondary",14.5
"SSP1","Zambia",2060,"90--94","Both","Post Secondary",15
"SSP1","Zambia",2065,"90--94","Both","Post Secondary",15.3
"SSP1","Zambia",2070,"90--94","Both","Post Secondary",16.3
"SSP1","Zambia",2075,"90--94","Both","Post Secondary",17.7
"SSP1","Zambia",2015,"95--99","Both","Post Secondary",3.8
"SSP1","Zambia",2020,"95--99","Both","Post Secondary",4.9
"SSP1","Zambia",2025,"95--99","Both","Post Secondary",6.5
"SSP1","Zambia",2030,"95--99","Both","Post Secondary",8.2
"SSP1","Zambia",2035,"95--99","Both","Post Secondary",10.2
"SSP1","Zambia",2040,"95--99","Both","Post Secondary",12.1
"SSP1","Zambia",2045,"95--99","Both","Post Secondary",13.9
"SSP1","Zambia",2050,"95--99","Both","Post Secondary",14.8
"SSP1","Zambia",2055,"95--99","Both","Post Secondary",14.7
"SSP1","Zambia",2060,"95--99","Both","Post Secondary",14
"SSP1","Zambia",2065,"95--99","Both","Post Secondary",14.5
"SSP1","Zambia",2070,"95--99","Both","Post Secondary",15
"SSP1","Zambia",2075,"95--99","Both","Post Secondary",16.3
"SSP1","Zambia",2015,"100+","Both","Post Secondary",4
"SSP1","Zambia",2020,"100+","Both","Post Secondary",3.4
"SSP1","Zambia",2025,"100+","Both","Post Secondary",4.4
"SSP1","Zambia",2030,"100+","Both","Post Secondary",5.8
"SSP1","Zambia",2035,"100+","Both","Post Secondary",7.4
"SSP1","Zambia",2040,"100+","Both","Post Secondary",9.3
"SSP1","Zambia",2045,"100+","Both","Post Secondary",11.2
"SSP1","Zambia",2050,"100+","Both","Post Secondary",12.9
"SSP1","Zambia",2055,"100+","Both","Post Secondary",13.9
"SSP1","Zambia",2060,"100+","Both","Post Secondary",13.9
"SSP1","Zambia",2065,"100+","Both","Post Secondary",13.2
"SSP1","Zambia",2070,"100+","Both","Post Secondary",13.7
"SSP1","Zambia",2075,"100+","Both","Post Secondary",14.5
"SSP1","Zambia",2015,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2020,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2025,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2030,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2035,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2040,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2045,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2050,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2055,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2060,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2065,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2070,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2075,"15--19","Male","Post Secondary",0
"SSP1","Zambia",2015,"20--24","Male","Post Secondary",8.5
"SSP1","Zambia",2020,"20--24","Male","Post Secondary",21.9
"SSP1","Zambia",2025,"20--24","Male","Post Secondary",30.1
"SSP1","Zambia",2030,"20--24","Male","Post Secondary",36.7
"SSP1","Zambia",2035,"20--24","Male","Post Secondary",42.9
"SSP1","Zambia",2040,"20--24","Male","Post Secondary",47.9
"SSP1","Zambia",2045,"20--24","Male","Post Secondary",52.5
"SSP1","Zambia",2050,"20--24","Male","Post Secondary",56.1
"SSP1","Zambia",2055,"20--24","Male","Post Secondary",58.7
"SSP1","Zambia",2060,"20--24","Male","Post Secondary",60.6
"SSP1","Zambia",2065,"20--24","Male","Post Secondary",61.7
"SSP1","Zambia",2070,"20--24","Male","Post Secondary",62.3
"SSP1","Zambia",2075,"20--24","Male","Post Secondary",62.7
"SSP1","Zambia",2015,"25--29","Male","Post Secondary",14.9
"SSP1","Zambia",2020,"25--29","Male","Post Secondary",27.3
"SSP1","Zambia",2025,"25--29","Male","Post Secondary",34.7
"SSP1","Zambia",2030,"25--29","Male","Post Secondary",43.1
"SSP1","Zambia",2035,"25--29","Male","Post Secondary",52.3
"SSP1","Zambia",2040,"25--29","Male","Post Secondary",61.3
"SSP1","Zambia",2045,"25--29","Male","Post Secondary",68.4
"SSP1","Zambia",2050,"25--29","Male","Post Secondary",74.9
"SSP1","Zambia",2055,"25--29","Male","Post Secondary",80.2
"SSP1","Zambia",2060,"25--29","Male","Post Secondary",83.9
"SSP1","Zambia",2065,"25--29","Male","Post Secondary",86.6
"SSP1","Zambia",2070,"25--29","Male","Post Secondary",88.1
"SSP1","Zambia",2075,"25--29","Male","Post Secondary",88.9
"SSP1","Zambia",2015,"30--34","Male","Post Secondary",16.5
"SSP1","Zambia",2020,"30--34","Male","Post Secondary",23.3
"SSP1","Zambia",2025,"30--34","Male","Post Secondary",27.3
"SSP1","Zambia",2030,"30--34","Male","Post Secondary",34.7
"SSP1","Zambia",2035,"30--34","Male","Post Secondary",43.1
"SSP1","Zambia",2040,"30--34","Male","Post Secondary",52.3
"SSP1","Zambia",2045,"30--34","Male","Post Secondary",61.3
"SSP1","Zambia",2050,"30--34","Male","Post Secondary",68.4
"SSP1","Zambia",2055,"30--34","Male","Post Secondary",74.9
"SSP1","Zambia",2060,"30--34","Male","Post Secondary",80.2
"SSP1","Zambia",2065,"30--34","Male","Post Secondary",83.9
"SSP1","Zambia",2070,"30--34","Male","Post Secondary",86.6
"SSP1","Zambia",2075,"30--34","Male","Post Secondary",88.1
"SSP1","Zambia",2015,"35--39","Male","Post Secondary",15.8
"SSP1","Zambia",2020,"35--39","Male","Post Secondary",16.7
"SSP1","Zambia",2025,"35--39","Male","Post Secondary",23.5
"SSP1","Zambia",2030,"35--39","Male","Post Secondary",27.4
"SSP1","Zambia",2035,"35--39","Male","Post Secondary",34.8
"SSP1","Zambia",2040,"35--39","Male","Post Secondary",43.2
"SSP1","Zambia",2045,"35--39","Male","Post Secondary",52.4
"SSP1","Zambia",2050,"35--39","Male","Post Secondary",61.3
"SSP1","Zambia",2055,"35--39","Male","Post Secondary",68.4
"SSP1","Zambia",2060,"35--39","Male","Post Secondary",74.9
"SSP1","Zambia",2065,"35--39","Male","Post Secondary",80.2
"SSP1","Zambia",2070,"35--39","Male","Post Secondary",83.9
"SSP1","Zambia",2075,"35--39","Male","Post Secondary",86.6
"SSP1","Zambia",2015,"40--44","Male","Post Secondary",16.4
"SSP1","Zambia",2020,"40--44","Male","Post Secondary",16
"SSP1","Zambia",2025,"40--44","Male","Post Secondary",16.9
"SSP1","Zambia",2030,"40--44","Male","Post Secondary",23.7
"SSP1","Zambia",2035,"40--44","Male","Post Secondary",27.6
"SSP1","Zambia",2040,"40--44","Male","Post Secondary",35
"SSP1","Zambia",2045,"40--44","Male","Post Secondary",43.3
"SSP1","Zambia",2050,"40--44","Male","Post Secondary",52.4
"SSP1","Zambia",2055,"40--44","Male","Post Secondary",61.4
"SSP1","Zambia",2060,"40--44","Male","Post Secondary",68.4
"SSP1","Zambia",2065,"40--44","Male","Post Secondary",75
"SSP1","Zambia",2070,"40--44","Male","Post Secondary",80.2
"SSP1","Zambia",2075,"40--44","Male","Post Secondary",83.9
"SSP1","Zambia",2015,"45--49","Male","Post Secondary",17.3
"SSP1","Zambia",2020,"45--49","Male","Post Secondary",16.6
"SSP1","Zambia",2025,"45--49","Male","Post Secondary",16.3
"SSP1","Zambia",2030,"45--49","Male","Post Secondary",17.1
"SSP1","Zambia",2035,"45--49","Male","Post Secondary",23.9
"SSP1","Zambia",2040,"45--49","Male","Post Secondary",27.8
"SSP1","Zambia",2045,"45--49","Male","Post Secondary",35.1
"SSP1","Zambia",2050,"45--49","Male","Post Secondary",43.4
"SSP1","Zambia",2055,"45--49","Male","Post Secondary",52.5
"SSP1","Zambia",2060,"45--49","Male","Post Secondary",61.4
"SSP1","Zambia",2065,"45--49","Male","Post Secondary",68.5
"SSP1","Zambia",2070,"45--49","Male","Post Secondary",75
"SSP1","Zambia",2075,"45--49","Male","Post Secondary",80.2
"SSP1","Zambia",2015,"50--54","Male","Post Secondary",17.7
"SSP1","Zambia",2020,"50--54","Male","Post Secondary",17.5
"SSP1","Zambia",2025,"50--54","Male","Post Secondary",16.8
"SSP1","Zambia",2030,"50--54","Male","Post Secondary",16.5
"SSP1","Zambia",2035,"50--54","Male","Post Secondary",17.3
"SSP1","Zambia",2040,"50--54","Male","Post Secondary",24.2
"SSP1","Zambia",2045,"50--54","Male","Post Secondary",28
"SSP1","Zambia",2050,"50--54","Male","Post Secondary",35.3
"SSP1","Zambia",2055,"50--54","Male","Post Secondary",43.5
"SSP1","Zambia",2060,"50--54","Male","Post Secondary",52.6
"SSP1","Zambia",2065,"50--54","Male","Post Secondary",61.5
"SSP1","Zambia",2070,"50--54","Male","Post Secondary",68.5
"SSP1","Zambia",2075,"50--54","Male","Post Secondary",75
"SSP1","Zambia",2015,"55--59","Male","Post Secondary",19.2
"SSP1","Zambia",2020,"55--59","Male","Post Secondary",18
"SSP1","Zambia",2025,"55--59","Male","Post Secondary",17.8
"SSP1","Zambia",2030,"55--59","Male","Post Secondary",17.1
"SSP1","Zambia",2035,"55--59","Male","Post Secondary",16.8
"SSP1","Zambia",2040,"55--59","Male","Post Secondary",17.6
"SSP1","Zambia",2045,"55--59","Male","Post Secondary",24.5
"SSP1","Zambia",2050,"55--59","Male","Post Secondary",28.3
"SSP1","Zambia",2055,"55--59","Male","Post Secondary",35.6
"SSP1","Zambia",2060,"55--59","Male","Post Secondary",43.7
"SSP1","Zambia",2065,"55--59","Male","Post Secondary",52.8
"SSP1","Zambia",2070,"55--59","Male","Post Secondary",61.6
"SSP1","Zambia",2075,"55--59","Male","Post Secondary",68.6
"SSP1","Zambia",2015,"60--64","Male","Post Secondary",20
"SSP1","Zambia",2020,"60--64","Male","Post Secondary",19.6
"SSP1","Zambia",2025,"60--64","Male","Post Secondary",18.3
"SSP1","Zambia",2030,"60--64","Male","Post Secondary",18.2
"SSP1","Zambia",2035,"60--64","Male","Post Secondary",17.4
"SSP1","Zambia",2040,"60--64","Male","Post Secondary",17.1
"SSP1","Zambia",2045,"60--64","Male","Post Secondary",17.9
"SSP1","Zambia",2050,"60--64","Male","Post Secondary",24.8
"SSP1","Zambia",2055,"60--64","Male","Post Secondary",28.6
"SSP1","Zambia",2060,"60--64","Male","Post Secondary",35.9
"SSP1","Zambia",2065,"60--64","Male","Post Secondary",43.9
"SSP1","Zambia",2070,"60--64","Male","Post Secondary",52.9
"SSP1","Zambia",2075,"60--64","Male","Post Secondary",61.7
"SSP1","Zambia",2015,"65--69","Male","Post Secondary",20.4
"SSP1","Zambia",2020,"65--69","Male","Post Secondary",20.5
"SSP1","Zambia",2025,"65--69","Male","Post Secondary",20
"SSP1","Zambia",2030,"65--69","Male","Post Secondary",18.8
